Patent_code,ID1,ID2,ID3,ID4,ID5,ID6,ID7
B02B 7/02,C7359,C12791,C4181,,,,
B02C 4/00,C7359,C13759,C10339,,,,
B02C 4/02,C7359,C13759,C10339,,,,
B02C 4/06,C7359,C13759,C10339,,,,
B02C 4/16,C7359,C13759,C10339,,,,
B02C 4/24,C7359,C13759,C10339,,,,
B02C 4/38,C7359,C13759,C10339,,,,
B02C 7/13,C7359,C13759,C10339,,,,
B02C 9/00,C7359,C10342,C10339,,,,
B02C 9/02,C7359,C15004,C4588,,,,
B02C 9/04,C7359,C12791,,,,,
B02C 11/00,C7359,C10342,C10339,,,,
B02C 11/02,C7359,C14364,,,,,
B02C 11/04,C7359,C5828,,,,,
B02C 11/06,C7359,C6034,C13927,,,,
B02C 11/08,C7359,C15793,C10409,,,,
B32B 1/00,C14434,,,,,,
B32B 1/02,C15693,C4164,,,,,
B32B 1/04,C14434,C12181,,,,,
B32B 1/06,C14434,C6247,,,,,
B32B 1/08,C16493,C14434,,,,,
B32B 3/00,C14434,C12181,,,,,
B32B 3/02,C14434,C12181,,,,,
B32B 3/04,C14434,C12181,,,,,
B32B 3/06,C14434,C12181,,,,,
B32B 3/08,C14434,C12181,,,,,
B32B 3/10,C14434,C12181,,,,,
B32B 3/12,C14434,C12181,,,,,
B32B 3/14,C14434,C12181,,,,,
B32B 3/16,C14434,C12181,,,,,
B32B 3/18,C14434,C12181,,,,,
B32B 3/20,C14434,C16493,C12181,,,,
B32B 3/22,C14434,C12181,,,,,
B32B 3/24,C14434,C6031,C12181,,,,
B32B 3/26,C14434,C12181,,,,,
B32B 3/28,C14434,C12181,,,,,
B32B 3/30,C14434,C12181,,,,,
B32B 5/00,C12181,C14434,,,,,
B32B 5/02,C15357,C14434,C12181,,,,
B32B 5/04,C6042,C14434,C12181,C15357,,,
B32B 5/06,C14434,C15357,,,,,
B32B 5/08,C14434,C15357,,,,,
B32B 5/10,C14434,C15357,C15268,,,,
B32B 5/12,C14434,C15357,,,,,
B32B 5/14,C14434,C15357,C4928,,,,
B32B 5/16,C14434,C15357,C11646,,,,
B32B 5/18,C14434,C15357,C12625,,,,
B32B 5/20,C14434,C15357,C6470,C6466,,,
B32B 5/22,C14434,C15357,,,,,
B32B 5/24,C14434,C15357,,,,,
B32B 5/26,C14434,C15357,,,,,
B32B 5/28,C14434,C15357,C12382,,,,
B32B 5/30,C14434,C15357,C7380,C12699,,,
B32B 5/32,C14434,C15357,C12625,,,,
B32B 7/00,C14434,C15357,C12181,,,,
B32B 7/02,C14434,C15357,C12181,C12182,C192825,,
B32B 7/022,C14434,C15357,C9964,,,,
B32B 7/023,C14434,C15357,C11279,,,,
B32B 7/025,C14434,C15357,,,,,
B32B 7/027,C14434,C15357,C15920,,,,
B32B 7/028,C14434,C15357,C14522,C7726,,,
B32B 7/03,C14434,C15357,,,,,
B32B 7/035,C14434,C15357,C6249,C15344,,,
B32B 7/04,C14434,C15357,,,,,
B32B 7/05,C14434,C15357,,,,,
B32B 7/06,C14434,C15357,C14364,,,,
B32B 7/08,C14434,C15357,,,,,
B32B 7/09,C14434,C15357,,,,,
B32B 7/10,C14434,C15357,,,,,
B32B 7/12,C14434,C15357,C488,C487,,,
B32B 7/14,C14434,C15357,,,,,
B32B 9/00,C14434,C15357,,,,,
B32B 9/02,C14434,C15357,,,,,
B32B 9/04,C14434,C15357,,,,,
B32B 9/06,C14434,C15357,C11587,C3019,,,
B32B 11/00,C14434,C15357,,,,,
B32B 11/02,C14434,C15357,C6211,,,,
B32B 11/04,C14434,C15357,,,,,
B32B 11/06,C14434,C15357,C11587,C3019,,,
B32B 11/08,C14434,C15357,C10094,,,,
B32B 11/10,C14434,C15357,,,,,
B32B 11/12,C14434,C15357,C11646,,,,
B32B 13/00,C14434,C15357,,,,,
B32B 13/02,C14434,C15357,,,,,
B32B 13/04,C14434,C15357,,,,,
B32B 13/06,C14434,C15357,C10094,,,,
B32B 13/08,C14434,C15357,C11587,C3019,,,
B32B 13/10,C14434,C15357,C17180,C2237,,,
B32B 13/12,C14434,C15357,C13515,,,,
B32B 13/14,C14434,C15357,,,,,
B32B 15/00,C14434,C15357,C10094,,,,
B32B 15/01,C14434,C15357,C10094,,,,
B32B 15/02,C14434,C15357,C10094,,,,
B32B 15/04,C14434,C15357,C10094,,,,
B32B 15/06,C14434,C15357,C13822,,,,
B32B 15/08,C14434,C15357,C13515,,,,
B32B 15/082,C14434,C15357,C13515,,,,
B32B 15/085,C14434,C15357,C12549,,,,
B32B 15/088,C14434,C15357,C12484,,,,
B32B 15/09,C14434,C15357,C12507,,,,
B32B 15/092,C14434,C15357,C13515,,,,
B32B 15/095,C14434,C15357,C12579,,,,
B32B 15/098,C14434,C15357,C13515,C703,,,
B32B 15/10,C14434,C15357,C17180,,,,
B32B 15/12,C14434,C15357,C11587,C3019,,,
B32B 15/14,C14434,C15357,,,,,
B32B 15/16,C14434,C15357,C11646,,,,
B32B 15/18,C14434,C15357,C10094,,,,
B32B 15/20,C14434,C15357,C10094,,,,
B32B 17/00,C14434,C15357,C7102,,,,
B32B 17/02,C14434,C15357,,,,,
B32B 17/04,C14434,C15357,C12382,,,,
B32B 17/06,C14434,C15357,C7102,,,,
B32B 17/08,C14434,C15357,C12382,C3246,,,
B32B 17/10,C14434,C15357,C13515,,,,
B32B 17/12,C14434,C15357,,,,,
B32B 18/00,C14434,C15357,C3282,,,,
B32B 19/00,C14434,C15357,C10356,,,,
B32B 19/02,C14434,C15357,C12382,,,,
B32B 19/04,C14434,C15357,,,,,
B32B 19/06,C14434,C15357,,,,,
B32B 19/08,C14434,C15357,C1385,,,,
B32B 21/00,C14434,C15357,C17180,,,,
B32B 21/02,C14434,C15357,C11646,,,,
B32B 21/04,C14434,C15357,C17180,,,,
B32B 21/06,C14434,C15357,C11587,C3019,,,
B32B 21/08,C14434,C15357,C13515,,,,
B32B 21/10,C14434,C15357,,,,,
B32B 21/12,C14434,C15357,C11646,,,,
B32B 21/13,C14434,C15357,C17180,,,,
B32B 21/14,C14434,C15357,C17180,C2237,,,
B32B 23/00,C14434,C15357,,,,,
B32B 23/02,C14434,C15357,,,,,
B32B 23/04,C14434,C15357,,,,,
B32B 23/06,C14434,C15357,C11587,C3019,,,
B32B 23/08,C14434,C15357,C13515,,,,
B32B 23/10,C14434,C15357,,,,,
B32B 23/12,C14434,C15357,C11646,,,,
B32B 23/14,C14434,C15357,,,,,
B32B 23/16,C14434,C15357,C10396,,,,
B32B 23/18,C14434,C15357,C6243,,,,
B32B 23/20,C14434,C15357,C6243,C5879,,,
B32B 23/22,C14434,C15357,C6243,C5891,,,
B32B 25/00,C14434,C15357,C6243,C13822,,,
B32B 25/02,C14434,C15357,C6243,,,,
B32B 25/04,C14434,C15357,C6243,C13822,,,
B32B 25/06,C14434,C15357,C6243,C11587,C3019,,
B32B 25/08,C14434,C15357,C6243,C13515,,,
B32B 25/10,C14434,C15357,C6243,,,,
B32B 25/12,C14434,C15357,C6243,C13822,,,
B32B 25/14,C14434,C15357,C6243,C13822,,,
B32B 25/16,C14434,C15357,C6243,,,,
B32B 25/18,C14434,C15357,C6243,C13822,,,
B32B 25/20,C14434,C15357,C6243,C159163,C13822,,
B32B 27/00,C14434,C15357,C6243,C13515,,,
B32B 27/02,C14434,C15357,C6243,,,,
B32B 27/04,C14434,C15357,C6243,C487,,,
B32B 27/06,C14434,C15357,C6243,,,,
B32B 27/08,C14434,C15357,C6243,C13515,,,
B32B 27/10,C14434,C15357,C6243,C11587,C3019,,
B32B 27/12,C14434,C15357,C6243,,,,
B32B 27/14,C14434,C15357,C6243,C11646,,,
B32B 27/16,C14434,C15357,C6243,C12791,,,
B32B 27/18,C14434,C15357,C6243,C474,,,
B32B 27/20,C14434,C15357,C6243,C474,,,
B32B 27/22,C14434,C15357,C6243,C12381,,,
B32B 27/24,C14434,C15357,C6243,C15593,C14822,,
B32B 27/26,C14434,C15357,C6243,C4564,,,
B32B 27/28,C14434,C15357,C6243,C12541,C13515,,
B32B 27/30,C14434,C15357,C6243,C13515,,,
B32B 27/32,C14434,C15357,C6243,C12549,,,
B32B 27/34,C14434,C15357,C6243,C12484,,,
B32B 27/36,C14434,C15357,C6243,C12507,,,
B32B 27/38,C14434,C15357,C6243,C13515,,,
B32B 27/40,C14434,C15357,C6243,C12579,,,
B32B 27/42,C14434,C15357,C6243,C13515,C703,,
B32B 29/00,C14434,C15357,C6243,C11587,C3019,,
B32B 29/02,C14434,C15357,C6243,,,,
B32B 29/04,C14434,C15357,C6243,C11646,,,
B32B 29/06,C14434,C15357,C6243,C12791,,,
B32B 29/08,C14434,C15357,C6243,C11587,C3019,,
B32B 33/00,C14434,C15357,C6243,C3879,C12181,,
B32B 37/00,C12794,C9121,,,,,
B32B 37/02,C12794,C9121,,,,,
B32B 37/04,C12794,C9121,C10012,,,,
B32B 37/06,C12794,C9121,C7726,,,,
B32B 37/08,C12794,C9121,C4198,,,,
B32B 37/10,C12794,C9121,C12741,,,,
B32B 37/12,C12794,C9121,C488,,,,
B32B 37/14,C12794,C9121,,,,,
B32B 37/15,C12794,C9121,C15090,,,,
B32B 37/16,C12794,C9121,,,,,
B32B 37/18,C12794,C9121,,,,,
B32B 37/20,C12794,C9121,,,,,
B32B 37/22,C12794,C9121,,,,,
B32B 37/24,C12794,C9121,,,,,
B32B 37/26,C12794,C9121,,,,,
B32B 37/28,C12794,C9121,C14434,,,,
B32B 37/30,C12794,C9121,,,,,
B32B 38/00,C12791,C9121,,,,,
B32B 38/04,C4588,C9121,,,,,
B32B 38/06,C4853,C9121,,,,,
B32B 38/08,C12791,C9121,,,,,
B32B 38/10,C12791,C9121,,,,,
B32B 38/12,C12791,C9121,,,,,
B32B 38/14,C12770,C9121,,,,,
B32B 38/16,C12791,C9121,,,,,
B32B 38/18,C7650,C9121,,,,,
B32B 39/00,C12794,C9121,,,,,
B32B 41/00,C4175,C9121,C12791,,,,
B32B 41/02,C4175,C9121,C12791,C13927,,,
B32B 43/00,C12794,C15357,,,,,
B65B 1/00,C11475,C14809,C4164,,,,
B65B 1/02,C11475,C14809,C5828,C4164,,,
B65B 1/04,C6246,C14809,C4164,,,,
B65B 1/06,C6246,C14809,C4164,C7420,,,
B65B 1/08,C6246,C14809,C4164,C16813,,,
B65B 1/10,C6246,C14809,C4164,,,,
B65B 1/12,C6246,C14809,C4164,,,,
B65B 1/14,C6246,C14809,C4164,C3270,,,
B65B 1/16,C6246,C14809,C4164,C12434,,,
B65B 1/18,C6246,C14809,C1718,C16710,,,
B65B 1/20,C6246,C14809,,,,,
B65B 1/22,C6246,C14809,C4164,C16813,,,
B65B 1/24,C6246,C14809,C4164,C4071,,,
B65B 1/26,C6246,C14809,C4164,,,,
B65B 1/28,C6245,C14809,C4164,C623,C5424,,
B65B 1/30,C6246,C14809,C13188,,,,
B65B 1/32,C6246,C14809,C17019,C17020,C13188,,
B65B 1/34,C6246,C14809,C17019,C17020,C13188,,
B65B 1/36,C6246,C14809,C13188,,,,
B65B 1/38,C6246,C14809,C13188,,,,
B65B 1/40,C6246,C14809,C13188,,,,
B65B 1/42,C6246,C14809,C13188,,,,
B65B 1/44,C6246,C14809,C4928,C13188,,,
B65B 1/46,C17019,C17020,C4164,C6246,C13188,,
B65B 1/48,C6246,C14809,C13188,,,,
B65B 3/00,C11475,C188709,C4164,,,,
B65B 3/02,C11475,C188709,C5828,C4164,,,
B65B 3/04,C6246,C188709,C4164,,,,
B65B 3/06,C6246,C188709,C4164,C7420,,,
B65B 3/08,C6246,C188709,C4164,,,,
B65B 3/10,C6246,C188709,C4164,C12742,,,
B65B 3/12,C6246,C188709,C4164,,,,
B65B 3/14,C6246,C188709,C4164,,,,
B65B 3/16,C6246,C188709,C16493,,,,
B65B 3/17,C6246,C188709,C1718,C16710,,,
B65B 3/18,C6245,C188709,C4164,C623,,,
B65B 3/22,C6245,C6470,C9463,,,,
B65B 3/24,C6245,C188709,C4164,,,,
B65B 3/26,C6246,C188709,C13188,,,,
B65B 3/28,C6245,C188709,C17019,C17020,C13188,,
B65B 3/30,C6246,C188709,C13188,,,,
B65B 3/32,C6246,C188709,C13188,,,,
B65B 3/34,C6246,C188709,C13188,,,,
B65B 3/36,C6246,C188709,C13188,,,,
B65B 5/00,C11475,C4164,,,,,
B65B 5/02,C11475,C5828,C4164,,,,
B65B 5/04,C11475,,,,,,
B65B 5/06,C11475,,,,,,
B65B 5/08,C11475,,,,,,
B65B 5/10,C6245,C4164,,,,,
B65B 5/12,C6245,C4164,C14434,C14615,,,
B65B 7/00,C6245,C4164,C14301,,,,
B65B 7/01,C14301,C5828,C3841,,,,
B65B 7/02,C14301,C4164,C4874,,,,
B65B 7/04,C14301,C4164,C4874,,,,
B65B 7/06,C14301,C4164,C4874,,,,
B65B 7/08,C14301,C4164,C4874,,,,
B65B 7/10,C14301,C4164,C4874,,,,
B65B 7/12,C14301,C4164,C4874,,,,
B65B 7/14,C14301,C16493,,,,,
B65B 7/16,C14301,C4164,C13706,,,,
B65B 7/18,C14301,C4164,C13706,,,,
B65B 7/20,C14301,C4164,C13706,,,,
B65B 7/22,C14301,C4164,C13706,,,,
B65B 7/24,C14301,C4164,C13706,C3841,,,
B65B 7/26,C14301,C4164,C13706,C9326,,,
B65B 7/28,C14301,C4164,C13706,C3841,,,
B65B 9/00,C11475,C6387,C11481,,,,
B65B 9/02,C11475,C6387,C11481,,,,
B65B 9/04,C11475,C6387,C11481,,,,
B65B 9/06,C11475,C6387,C11481,,,,
B65B 9/067,C11475,C6387,C11481,,,,
B65B 9/073,C11475,C6387,C11481,,,,
B65B 9/08,C11475,C6387,C11481,C6245,C14301,,
B65B 9/087,C11475,C6387,C11481,C6245,C14301,,
B65B 9/093,C11475,C6387,C11481,C6245,C14301,,
B65B 9/10,C11475,C6387,C11481,C6246,,,
B65B 9/12,C11475,C6387,C14301,,,,
B65B 9/13,C11475,C6387,C11481,C11481,C6246,,
B65B 9/14,C11475,C11481,C15344,C5828,,,
B65B 9/15,C11475,C6387,C11481,C6246,C15241,,
B65B 9/18,C11475,C11481,C5828,C15241,,,
B65B 9/20,C11475,C6387,C11481,C6246,C14435,,
B65B 9/207,C11475,C6387,C11481,C6246,C14435,,
B65B 9/213,C11475,C6387,C11481,C6246,C14435,,
B65B 9/22,C11475,C6387,C11481,C6246,C14435,,
B65B 9/24,C11475,C6387,C11481,C6246,C6054,,
B65B 11/00,C17202,C11481,,,,,
B65B 11/02,C17202,C11481,,,,,
B65B 11/04,C17202,C11481,,,,,
B65B 11/06,C17202,C11481,C4181,,,,
B65B 11/08,C17202,C11481,C4181,,,,
B65B 11/10,C17202,C11481,C4181,,,,
B65B 11/12,C17202,C11481,C4181,C14301,,,
B65B 11/14,C17202,C11481,C4181,C14301,,,
B65B 11/16,C17202,C11481,C4181,C14301,,,
B65B 11/18,C17202,C11481,C4181,,,,
B65B 11/20,C17202,C11481,C4181,,,,
B65B 11/22,C17202,C11481,C4181,C14301,,,
B65B 11/24,C17202,C11481,C4181,C14301,,,
B65B 11/26,C17202,C11481,C4181,C14301,,,
B65B 11/28,C17202,C11481,C4181,,,,
B65B 11/30,C17202,C11481,C4181,,,,
B65B 11/32,C17202,C11481,C4181,C14301,,,
B65B 11/34,C17202,C11481,C4181,C14301,,,
B65B 11/36,C17202,C11481,C4181,C14301,,,
B65B 11/38,C17202,C11481,C4181,,,,
B65B 11/40,C17202,C11481,C4181,,,,
B65B 11/42,C17202,C11481,C4181,C14301,,,
B65B 11/44,C17202,C11481,C4181,C14301,,,
B65B 11/46,C17202,C11481,C4181,C14301,,,
B65B 11/48,C17202,C11481,,C14301,,,
B65B 11/50,C17202,C11481,,C14301,,,
B65B 11/52,C193014,C12379,C11481,,,,
B65B 11/54,C17202,C11481,C14301,,,,
B65B 11/56,C17202,C11481,C15544,,,,
B65B 11/58,C17202,C11481,,,,,
B65B 13/00,C11475,,,,,,
B65B 13/02,C11475,C11481,,,,,
B65B 13/04,C11475,C11481,C5828,,,,
B65B 13/06,C11475,C11481,C5828,,,,
B65B 13/08,C11475,C11481,C5828,,,,
B65B 13/10,C11475,C11481,C5828,,,,
B65B 13/12,C11475,C11481,C5828,,,,
B65B 13/14,C11475,C11481,C5828,,,,
B65B 13/16,C11475,C11481,C5828,C4588,,,
B65B 13/18,C11475,C5828,,,,,
B65B 13/20,C11475,C5828,C4071,,,,
B65B 13/22,C11475,C5828,C11481,,,,
B65B 13/24,C11475,C5828,C11481,,,,
B65B 13/26,C11475,C5828,C11481,,,,
B65B 13/28,C11475,C5828,C11481,,,,
B65B 13/30,C11475,C5828,C11481,,,,
B65B 13/32,C11475,C5828,C11481,,,,
B65B 13/34,C11475,C5828,C11481,C3841,,,
B65B 15/00,C11475,C3060,,,,,
B65B 15/02,C11475,C3019,C3060,,,,
B65B 15/04,C11475,C11481,C3060,,,,
B65B 17/00,C11475,C5828,,,,,
B65B 17/02,C11475,C10613,C15241,C16299,C7650,,
B65B 19/00,C11475,C14434,C281,C12742,,,
B65B 19/02,C11475,,,,,,
B65B 19/04,C11475,C7650,,,,,
B65B 19/06,C11475,C7650,,,,,
B65B 19/08,C11475,C7650,,,,,
B65B 19/10,C11475,C7650,,,,,
B65B 19/12,C6245,C4164,,,,,
B65B 19/14,C6245,C2335,,,,,
B65B 19/16,C6245,C2335,,,,,
B65B 19/18,C6245,C4164,,,,,
B65B 19/20,C6245,C2335,C9326,,,,
B65B 19/22,C17202,C11481,C4164,,,,
B65B 19/24,C11475,C11481,C4164,C5828,,,
B65B 19/26,C11475,C5828,,,,,
B65B 19/28,C11475,C5828,C4175,,,,
B65B 19/30,C11475,C5828,C4175,C13188,,,
B65B 19/32,C11475,C5828,C4175,C13188,,,
B65B 19/34,C11475,C14434,,,,,
B65B 21/00,C11475,C2311,,,,,
B65B 21/02,C11475,C2311,,,,,
B65B 21/04,C11475,C2311,C7650,,,,
B65B 21/06,C11475,C2311,C7650,,,,
B65B 21/08,C11475,C2311,,,,,
B65B 21/10,C11475,C2311,C7420,,,,
B65B 21/12,C11475,C2311,C5828,,,,
B65B 21/14,C11475,C2311,,,,,
B65B 21/16,C11475,C2311,C7420,,,,
B65B 21/18,C11475,C2311,C5828,,,,
B65B 21/20,C11475,C2311,C5828,,,,
B65B 21/22,C11475,C2311,,,,,
B65B 21/24,C17202,C2311,C11481,,,,
B65B 21/26,C17202,C2311,C11481,,,,
B65B 23/00,C11475,C6596,,,,,
B65B 23/02,C11475,C5513,,,,,
B65B 23/04,C11475,C5513,C4164,,,,
B65B 23/06,C11475,C5513,C4164,C7650,,,
B65B 23/08,C11475,C5513,C4164,C5828,C7650,,
B65B 23/10,C11475,C2120,,,,,
B65B 23/12,C11475,C2120,C7650,,,,
B65B 23/14,C11475,C2120,C7650,,,,
B65B 23/16,C6245,C2120,C4164,,,,
B65B 23/18,C17202,C2120,,,,,
B65B 23/20,C11475,,,,,,
B65B 23/22,C11475,C7105,C5828,,,,
B65B 25/00,C11475,,,,,,
B65B 25/02,C11475,C4432,,,,,
B65B 25/04,C11475,C12358,,,,,
B65B 25/06,C11475,C14645,C14434,C6557,C12379,,
B65B 25/08,C11475,C14645,C14434,C6557,C12379,C11481,
B65B 25/10,C11475,C14434,C6557,C12379,C11490,,
B65B 25/12,C11475,C14434,C6557,C12379,C4164,,
B65B 25/14,C11475,C11587,,,,,
B65B 25/16,C11475,C1734,,,,,
B65B 25/18,C17202,C2376,C14645,,,,
B65B 25/22,C11475,C6557,C4190,C11490,,,
B65B 27/00,C11475,C11481,,,,,
B65B 27/02,C11475,C11481,,,,,
B65B 27/04,C11475,C11481,C4164,,,,
B65B 27/06,C11475,C11481,,,,,
B65B 27/08,C11475,C11587,,,,,
B65B 27/10,C11475,C14434,C11481,,,,
B65B 27/12,C11475,C11481,C4069,,,,
B65B 29/00,C11475,,,,,,
B65B 29/02,C11475,C11490,C8331,,,,
B65B 29/04,C11475,C15751,,,,,
B65B 29/06,C11475,C8332,C11490,C10383,C5228,,
B65B 29/08,C11475,C6557,C11490,C4190,,,
B65B 29/10,C11475,C10383,C11490,,,,
B65B 31/00,C11475,C1505,C6916,,,,
B65B 31/02,C6245,C4164,C1505,C6916,,,
B65B 31/04,C11475,C4164,C5828,C6916,C6245,,
B65B 31/06,C11475,C4164,C5828,C6916,C6245,C14301,
B65B 31/08,C11475,C4164,C5828,C6916,C6245,,
B65B 31/10,C538,C191993,C14809,,,,
B65B 33/00,C11475,C3878,C3879,,,,
B65B 33/02,C11475,C3878,C3879,C14615,,,
B65B 33/04,C11475,C3878,C3879,C14615,,,
B65B 33/06,C11475,C3878,C3879,C14615,C11481,,
B65B 35/00,C11475,C7650,,,,,
B65B 35/02,C11475,C5828,,,,,
B65B 35/04,C11475,C5828,C15241,,,,
B65B 35/06,C11475,C14364,,,,,
B65B 35/08,C11475,C14364,C4183,,,,
B65B 35/10,C11475,C4181,,,,,
B65B 35/12,C11475,C4181,C7420,,,,
B65B 35/14,C11475,C4181,C16813,C5828,,,
B65B 35/16,C11475,C4181,,,,,
B65B 35/18,C11475,C4181,,,,,
B65B 35/20,C11475,C4181,,,,,
B65B 35/22,C11475,C4181,,,,,
B65B 35/24,C11475,C4181,,,,,
B65B 35/26,C11475,C4181,,,,,
B65B 35/28,C11475,C12434,C4181,,,,
B65B 35/30,C11475,C4181,C7650,,,,
B65B 35/32,C11475,C4181,C7420,C7650,,,
B65B 35/34,C11475,C4181,C16813,C7650,,,
B65B 35/36,C11475,C4181,,C7650,,,
B65B 35/38,C11475,C4181,,C7650,,,
B65B 35/40,C11475,C4181,,C7650,,,
B65B 35/42,C11475,C4181,,C7650,,,
B65B 35/44,C11475,C4181,,C7650,,,
B65B 35/46,C11475,C4181,,C7650,,,
B65B 35/48,C11475,C12434,C4181,C7650,,,
B65B 35/50,C11475,C15101,,,,,
B65B 35/52,C11475,C15101,,,,,
B65B 35/54,C11475,C4181,,,,,
B65B 35/56,C11475,C7650,,,,,
B65B 35/58,C11475,C7650,,,,,
B65B 37/00,C11475,C4181,C188709,,,,
B65B 37/02,C11475,C4181,C188709,C7420,,,
B65B 37/04,C11475,C4181,C188709,C16813,,,
B65B 37/06,C11475,C4181,C188709,C13089,,,
B65B 37/08,C11475,C4181,C188709,,,,
B65B 37/10,C11475,C4181,C188709,,,,
B65B 37/12,C11475,C4181,C188709,C3270,,,
B65B 37/14,C11475,C4181,C188709,C12434,,,
B65B 37/16,C11475,C4181,C188709,C14364,,,
B65B 37/18,C11475,C4181,C188709,C14364,C17019,,
B65B 37/20,C11475,C4181,C188709,C14364,,,
B65B 39/00,C6246,C4164,C11481,,,,
B65B 39/02,C6246,C4164,C11481,C6031,,,
B65B 39/04,C6246,C4164,C11481,C623,,,
B65B 39/06,C6246,C4164,C11481,C7865,,,
B65B 39/08,C6246,C4164,C11481,C7865,,,
B65B 39/10,C6246,C4164,C11481,C7865,C1559,,
B65B 39/12,C6246,C4164,C11481,,,,
B65B 39/14,C6246,C4164,C11481,,,,
B65B 41/00,C11475,C11481,C4181,C4164,,,
B65B 41/02,C11475,C11481,C4181,C4164,,,
B65B 41/04,C11475,C11481,C4181,C4164,,,
B65B 41/06,C11475,C11481,C4181,C4164,,,
B65B 41/08,C11475,C11481,C4181,C4164,,,
B65B 41/10,C11475,C11481,C4181,C4164,,,
B65B 41/12,C11475,C11481,C4181,,,,
B65B 41/14,C11475,C11481,C4181,,,,
B65B 41/16,C11475,C11481,C4181,,,,
B65B 41/18,C11475,C11481,C4181,,,,
B65B 43/00,C11475,C7650,C4181,C4164,,,
B65B 43/02,C11475,C14435,C1718,C11481,,,
B65B 43/04,C11475,C14435,C1718,C11481,,,
B65B 43/06,C11475,C14435,C1718,C11481,,,
B65B 43/08,C11475,C14435,C4164,C11481,,,
B65B 43/10,C11475,C14435,C4164,C11481,,,
B65B 43/12,C11475,C4181,C4164,,,,
B65B 43/14,C11475,C4181,C4164,,,,
B65B 43/16,C11475,C4181,C4164,,,,
B65B 43/18,C11475,C4181,C4164,,,,
B65B 43/20,C11475,C4181,C4164,,,,
B65B 43/22,C11475,C4181,C4164,,,,
B65B 43/24,C3072,C7650,,,,,
B65B 43/26,C11475,C4164,C7650,,,,
B65B 43/28,C11475,C4164,C7650,C7865,,,
B65B 43/30,C11475,C4164,C7650,C5828,,,
B65B 43/32,C11475,C4164,C7650,C12742,,,
B65B 43/34,C11475,C4164,C7650,C12742,,,
B65B 43/36,C11475,C4164,C7650,C12742,,,
B65B 43/38,C11475,C4164,C7650,C9326,,,
B65B 43/39,C11475,C4164,C7650,C3841,,,
B65B 43/40,C11475,C4164,C7650,C9326,,,
B65B 43/41,C11475,C3073,C7650,,,,
B65B 43/42,C11475,C4181,C7650,C4164,,,
B65B 43/44,C11475,C4181,C7650,C4164,,,
B65B 43/46,C11475,C4181,C7650,C4164,,,
B65B 43/48,C11475,C4181,C7650,C4164,,,
B65B 43/50,C11475,C4181,C7650,C4164,,,
B65B 43/52,C11475,C4181,C7650,C4164,,,
B65B 43/54,C6245,C7865,C4164,,,,
B65B 43/56,C6245,C7865,C4164,,,,
B65B 43/58,C6245,C7865,C4164,,,,
B65B 43/59,C6245,C7865,C4164,,,,
B65B 43/60,C6245,C7865,C4164,,,,
B65B 43/62,C6245,C7865,C4164,,,,
B65B 45/00,C17202,C7865,C11481,,,,
B65B 47/00,C11481,C17202,C4164,C193332,,,
B65B 47/02,C11481,C17202,C4164,C193332,C7726,,
B65B 47/04,C11481,C17202,C4164,C193332,C12742,C12740,
B65B 47/06,C11481,C17202,C4164,C193332,,,
B65B 47/08,C11481,C17202,C4164,C193332,C12742,,
B65B 47/10,C11481,C17202,C4164,C193332,C16685,,
B65B 49/00,C11481,C17202,C5828,C11475,,,
B65B 49/02,C11481,C17202,C5828,C11475,,,
B65B 49/04,C11481,C17202,C5828,C11475,,,
B65B 49/06,C11481,C17202,C5828,C11475,,,
B65B 49/08,C11481,C17202,C5828,C11475,,,
B65B 49/10,C11481,C17202,C5828,C11475,,,
B65B 49/12,C11481,C17202,C5828,C11475,,,
B65B 49/14,C11481,C17202,C5828,C11475,C4183,,
B65B 49/16,C11481,C17202,C5828,C11475,C192834,,
B65B 51/00,C11475,C14301,C3841,,,,
B65B 51/02,C11475,C14301,C3841,C488,,,
B65B 51/04,C11475,C14301,C3841,C3789,,,
B65B 51/05,C11475,C14301,C3841,,,,
B65B 51/06,C11475,C14301,C3841,C488,,,
B65B 51/07,C11475,C14301,C3841,C14303,,,
B65B 51/08,C11475,C14301,C3841,,,,
B65B 51/09,C11475,C14301,C3841,C4874,,,
B65B 51/10,C11475,C14301,C3841,,,,
B65B 51/12,C11475,C14301,C3841,,,,
B65B 51/14,C11475,C14301,C3841,,,,
B65B 51/16,C11475,C14301,C3841,,,,
B65B 51/18,C11475,C14301,C3841,,,,
B65B 51/20,C11475,C14301,C3841,C12742,,,
B65B 51/22,C11475,C14301,C3841,C6643,,,
B65B 51/24,C11475,C14301,C3841,,,,
B65B 51/26,C11475,C14301,C3841,C14303,,,
B65B 51/28,C11475,C14301,C3841,,,,
B65B 51/30,C11475,C14301,C3841,C7726,C12741,,
B65B 51/32,C11475,C14301,C3841,C4198,,,
B65B 53/00,C11475,C193014,C4164,,,,
B65B 53/02,C11475,C193014,C4164,C7726,,,
B65B 53/04,C11475,C193014,C4164,C9463,,,
B65B 53/06,C11475,C193014,C4164,C6916,,,
B65B 55/00,C11490,C12791,C11481,,,,
B65B 55/02,C11490,C15194,,,,,
B65B 55/04,C11481,C15194,C11475,,,,
B65B 55/06,C11481,C15194,C11475,C7726,,,
B65B 55/08,C11481,C15194,C11475,C8486,,,
B65B 55/10,C11481,C15194,C11475,C6430,,,
B65B 55/12,C15194,C11475,,,,,
